a,b,c,density,early_density,max_streak,total_primes,first_primes
1,1703,2789,0.474,0.6666666666666666,12,2370,"[[1, 4493], [2, 6199], [3, 7907], [5, 11329], [6, 13043], [7, 14759], [8, 16477], [10, 19919], [12, 23369], [13, 25097]]"
2,-140,2251,0.4738,0.6666666666666666,17,2369,"[[1, 2113], [2, 1979], [4, 1723], [5, 1601], [6, 1483], [8, 1259], [9, 1153], [10, 1051], [11, 953], [12, 859]]"
1,1705,4493,0.4738,0.6666666666666666,12,2369,"[[1, 6199], [2, 7907], [4, 11329], [5, 13043], [6, 14759], [7, 16477], [9, 19919], [11, 23369], [12, 25097], [14, 28559]]"
1,601,227,0.4736,0.76,14,2368,"[[1, 829], [2, 1433], [3, 2039], [4, 2647], [5, 3257], [7, 4483], [8, 5099], [9, 5717], [10, 6337], [11, 6959]]"
2,44,43,0.4736,0.8666666666666667,16,2368,"[[1, 89], [2, 139], [3, 193], [4, 251], [5, 313], [6, 379], [7, 449], [8, 523], [9, 601], [10, 683]]"
2,48,89,0.4736,0.8666666666666667,15,2368,"[[1, 139], [2, 193], [3, 251], [4, 313], [5, 379], [6, 449], [7, 523], [8, 601], [9, 683], [10, 769]]"
2,-124,1723,0.4734,0.68,17,2367,"[[1, 1601], [2, 1483], [4, 1259], [5, 1153], [6, 1051], [7, 953], [8, 859], [9, 769], [10, 683], [11, 601]]"
1,603,829,0.4734,0.76,14,2367,"[[1, 1433], [2, 2039], [3, 2647], [4, 3257], [6, 4483], [7, 5099], [8, 5717], [9, 6337], [10, 6959], [11, 7583]]"
2,52,139,0.4734,0.8666666666666667,14,2367,"[[1, 193], [2, 251], [3, 313], [4, 379], [5, 449], [6, 523], [7, 601], [8, 683], [9, 769], [10, 859]]"
2,2172,617,0.4734,0.7466666666666667,10,2367,"[[1, 2791], [2, 4969], [3, 7151], [4, 9337], [5, 11527], [6, 13721], [7, 15919], [8, 18121], [9, 20327], [13, 29191]]"
4,2366,359,0.4734,0.72,9,2367,"[[1, 2729], [2, 5107], [4, 9887], [5, 12289], [6, 14699], [7, 17117], [8, 19543], [9, 21977], [10, 24419], [12, 29327]]"
2,2176,2791,0.4732,0.7333333333333333,10,2366,"[[1, 4969], [2, 7151], [3, 9337], [4, 11527], [5, 13721], [6, 15919], [7, 18121], [8, 20327], [12, 29191], [14, 33647]]"
1,605,1433,0.4732,0.76,14,2366,"[[1, 2039], [2, 2647], [3, 3257], [5, 4483], [6, 5099], [7, 5717], [8, 6337], [9, 6959], [10, 7583], [11, 8209]]"
2,56,193,0.4732,0.8666666666666667,13,2366,"[[1, 251], [2, 313], [3, 379], [4, 449], [5, 523], [6, 601], [7, 683], [8, 769], [9, 859], [10, 953]]"
2,1696,3583,0.473,0.6933333333333334,12,2365,"[[1, 5281], [2, 6983], [3, 8689], [4, 10399], [5, 12113], [6, 13831], [9, 19009], [10, 20743], [11, 22481], [12, 24223]]"
2,1688,199,0.473,0.72,12,2365,"[[1, 1889], [2, 3583], [3, 5281], [4, 6983], [5, 8689], [6, 10399], [7, 12113], [8, 13831], [11, 19009], [12, 20743]]"
2,64,313,0.473,0.8666666666666667,13,2365,"[[1, 379], [2, 449], [3, 523], [4, 601], [5, 683], [6, 769], [7, 859], [8, 953], [9, 1051], [10, 1153]]"
2,2180,4969,0.473,0.7333333333333333,10,2365,"[[1, 7151], [2, 9337], [3, 11527], [4, 13721], [5, 15919], [6, 18121], [7, 20327], [11, 29191], [13, 33647], [15, 38119]]"
2,-108,1259,0.473,0.68,17,2365,"[[1, 1153], [2, 1051], [3, 953], [4, 859], [5, 769], [6, 683], [7, 601], [8, 523], [9, 449], [10, 379]]"
1,607,2039,0.473,0.76,14,2365,"[[1, 2647], [2, 3257], [4, 4483], [5, 5099], [6, 5717], [7, 6337], [8, 6959], [9, 7583], [10, 8209], [11, 8837]]"
2,60,251,0.473,0.8666666666666667,13,2365,"[[1, 313], [2, 379], [3, 449], [4, 523], [5, 601], [6, 683], [7, 769], [8, 859], [9, 953], [10, 1051]]"
2,-104,1153,0.473,0.68,17,2365,"[[1, 1051], [2, 953], [3, 859], [4, 769], [5, 683], [6, 601], [7, 523], [8, 449], [9, 379], [10, 313]]"
2,1692,1889,0.473,0.7066666666666667,12,2365,"[[1, 3583], [2, 5281], [3, 6983], [4, 8689], [5, 10399], [6, 12113], [7, 13831], [10, 19009], [11, 20743], [12, 22481]]"
1,615,4483,0.4728,0.7333333333333333,13,2364,"[[1, 5099], [2, 5717], [3, 6337], [4, 6959], [5, 7583], [6, 8209], [7, 8837], [8, 9467], [9, 10099], [10, 10733]]"
2,68,379,0.4728,0.8666666666666667,13,2364,"[[1, 449], [2, 523], [3, 601], [4, 683], [5, 769], [6, 859], [7, 953], [8, 1051], [9, 1153], [10, 1259]]"
2,-100,1051,0.4728,0.68,17,2364,"[[1, 953], [2, 859], [3, 769], [4, 683], [5, 601], [6, 523], [7, 449], [8, 379], [9, 313], [10, 251]]"
2,-96,953,0.4728,0.68,17,2364,"[[1, 859], [2, 769], [3, 683], [4, 601], [5, 523], [6, 449], [7, 379], [8, 313], [9, 251], [10, 193]]"
2,72,449,0.4726,0.8666666666666667,13,2363,"[[1, 523], [2, 601], [3, 683], [4, 769], [5, 859], [6, 953], [7, 1051], [8, 1153], [9, 1259], [11, 1483]]"
2,-92,859,0.4726,0.68,17,2363,"[[1, 769], [2, 683], [3, 601], [4, 523], [5, 449], [6, 379], [7, 313], [8, 251], [9, 193], [10, 139]]"
2,76,523,0.4724,0.8533333333333334,13,2362,"[[1, 601], [2, 683], [3, 769], [4, 859], [5, 953], [6, 1051], [7, 1153], [8, 1259], [10, 1483], [11, 1601]]"
2,-88,769,0.4724,0.68,17,2362,"[[1, 683], [2, 601], [3, 523], [4, 449], [5, 379], [6, 313], [7, 251], [8, 193], [9, 139], [10, 89]]"
2,-84,683,0.4724,0.6666666666666666,17,2362,"[[1, 601], [2, 523], [3, 449], [4, 379], [5, 313], [6, 251], [7, 193], [8, 139], [9, 89], [10, 43]]"
1,991,677,0.4724,0.76,10,2362,"[[1, 1669], [2, 2663], [3, 3659], [4, 4657], [5, 5657], [6, 6659], [8, 8669], [9, 9677], [10, 10687], [11, 11699]]"
2,-76,523,0.4724,0.6666666666666666,17,2362,"[[1, 449], [2, 379], [3, 313], [4, 251], [5, 193], [6, 139], [7, 89], [8, 43], [30, 43], [31, 89]]"
1,993,1669,0.4724,0.76,10,2362,"[[1, 2663], [2, 3659], [3, 4657], [4, 5657], [5, 6659], [7, 8669], [8, 9677], [9, 10687], [10, 11699], [11, 12713]]"
2,-80,601,0.4724,0.6666666666666666,17,2362,"[[1, 523], [2, 449], [3, 379], [4, 313], [5, 251], [6, 193], [7, 139], [8, 89], [9, 43], [31, 43]]"
2,-72,449,0.4724,0.6666666666666666,17,2362,"[[1, 379], [2, 313], [3, 251], [4, 193], [5, 139], [6, 89], [7, 43], [29, 43], [30, 89], [31, 139]]"
2,80,601,0.4722,0.8533333333333334,13,2361,"[[1, 683], [2, 769], [3, 859], [4, 953], [5, 1051], [6, 1153], [7, 1259], [9, 1483], [10, 1601], [11, 1723]]"
1,995,2663,0.4722,0.76,10,2361,"[[1, 3659], [2, 4657], [3, 5657], [4, 6659], [6, 8669], [7, 9677], [8, 10687], [9, 11699], [10, 12713], [11, 13729]]"
1,997,3659,0.4722,0.76,10,2361,"[[1, 4657], [2, 5657], [3, 6659], [5, 8669], [6, 9677], [7, 10687], [8, 11699], [9, 12713], [10, 13729], [11, 14747]]"
2,-68,379,0.4722,0.6666666666666666,17,2361,"[[1, 313], [2, 251], [3, 193], [4, 139], [5, 89], [6, 43], [28, 43], [29, 89], [30, 139], [31, 193]]"
2,84,683,0.4722,0.8533333333333334,13,2361,"[[1, 769], [2, 859], [3, 953], [4, 1051], [5, 1153], [6, 1259], [8, 1483], [9, 1601], [10, 1723], [12, 1979]]"
2,-60,251,0.472,0.6666666666666666,17,2360,"[[1, 193], [2, 139], [3, 89], [4, 43], [26, 43], [27, 89], [28, 139], [29, 193], [30, 251], [31, 313]]"
1,999,4657,0.472,0.7466666666666667,10,2360,"[[1, 5657], [2, 6659], [4, 8669], [5, 9677], [6, 10687], [7, 11699], [8, 12713], [9, 13729], [10, 14747], [11, 15767]]"
3,1665,239,0.472,0.7333333333333333,13,2360,"[[1, 1907], [2, 3581], [3, 5261], [4, 6947], [6, 10337], [7, 12041], [8, 13751], [9, 15467], [10, 17189], [11, 18917]]"
4,2298,1987,0.472,0.7466666666666667,10,2360,"[[1, 4289], [2, 6599], [4, 11243], [5, 13577], [6, 15919], [7, 18269], [8, 20627], [9, 22993], [10, 25367], [11, 27749]]"
2,-64,313,0.472,0.6666666666666666,17,2360,"[[1, 251], [2, 193], [3, 139], [4, 89], [5, 43], [27, 43], [28, 89], [29, 139], [30, 193], [31, 251]]"
3,1671,1907,0.472,0.72,13,2360,"[[1, 3581], [2, 5261], [3, 6947], [5, 10337], [6, 12041], [7, 13751], [8, 15467], [9, 17189], [10, 18917], [12, 22391]]"
2,88,769,0.472,0.84,13,2360,"[[1, 859], [2, 953], [3, 1051], [4, 1153], [5, 1259], [7, 1483], [8, 1601], [9, 1723], [11, 1979], [12, 2113]]"
1,1133,839,0.472,0.7333333333333333,13,2360,"[[1, 1973], [2, 3109], [4, 5387], [5, 6529], [6, 7673], [7, 8819], [8, 9967], [9, 11117], [10, 12269], [13, 15737]]"
2,-52,139,0.4718,0.6666666666666666,17,2359,"[[1, 89], [2, 43], [24, 43], [25, 89], [26, 139], [27, 193], [28, 251], [29, 313], [30, 379], [31, 449]]"
2,-56,193,0.4718,0.6666666666666666,17,2359,"[[1, 139], [2, 89], [3, 43], [25, 43], [26, 89], [27, 139], [28, 193], [29, 251], [30, 313], [31, 379]]"
2,92,859,0.4718,0.84,13,2359,"[[1, 953], [2, 1051], [3, 1153], [4, 1259], [6, 1483], [7, 1601], [8, 1723], [10, 1979], [11, 2113], [12, 2251]]"
3,1677,3581,0.4718,0.7066666666666667,13,2359,"[[1, 5261], [2, 6947], [4, 10337], [5, 12041], [6, 13751], [7, 15467], [8, 17189], [9, 18917], [11, 22391], [12, 24137]]"
2,96,953,0.4716,0.84,13,2358,"[[1, 1051], [2, 1153], [3, 1259], [5, 1483], [6, 1601], [7, 1723], [9, 1979], [10, 2113], [11, 2251], [12, 2393]]"
1,1711,971,0.4714,0.7466666666666667,13,2357,"[[1, 2683], [2, 4397], [3, 6113], [5, 9551], [6, 11273], [8, 14723], [9, 16451], [10, 18181], [11, 19913], [12, 21647]]"
2,100,1051,0.4714,0.84,13,2357,"[[1, 1153], [2, 1259], [4, 1483], [5, 1601], [6, 1723], [8, 1979], [9, 2113], [10, 2251], [11, 2393], [12, 2539]]"
1,1713,2683,0.4714,0.7333333333333333,13,2357,"[[1, 4397], [2, 6113], [4, 9551], [5, 11273], [7, 14723], [8, 16451], [9, 18181], [10, 19913], [11, 21647], [13, 25121]]"
2,116,1483,0.4712,0.8266666666666667,13,2356,"[[1, 1601], [2, 1723], [4, 1979], [5, 2113], [6, 2251], [7, 2393], [8, 2539], [9, 2689], [10, 2843], [11, 3001]]"
2,1482,257,0.4708,0.7733333333333333,13,2354,"[[1, 1741], [2, 3229], [3, 4721], [4, 6217], [5, 7717], [6, 9221], [7, 10729], [8, 12241], [9, 13757], [10, 15277]]"
1,1385,587,0.4708,0.7866666666666666,13,2354,"[[1, 1973], [2, 3361], [3, 4751], [4, 6143], [5, 7537], [6, 8933], [7, 10331], [8, 11731], [10, 14537], [12, 17351]]"
1,1475,653,0.4706,0.7466666666666667,9,2353,"[[1, 2129], [2, 3607], [3, 5087], [4, 6569], [5, 8053], [6, 9539], [7, 11027], [8, 12517], [9, 14009], [13, 19997]]"
2,1490,3229,0.4706,0.76,13,2353,"[[1, 4721], [2, 6217], [3, 7717], [4, 9221], [5, 10729], [6, 12241], [7, 13757], [8, 15277], [10, 18329], [11, 19861]]"
2,2012,829,0.4706,0.68,12,2353,"[[1, 2843], [2, 4861], [3, 6883], [5, 10939], [6, 12973], [8, 17053], [10, 21149], [11, 23203], [12, 25261], [14, 29389]]"
2,132,1979,0.4706,0.8266666666666667,12,2353,"[[1, 2113], [2, 2251], [3, 2393], [4, 2539], [5, 2689], [6, 2843], [7, 3001], [8, 3163], [9, 3329], [10, 3499]]"
1,1389,3361,0.4706,0.7866666666666666,13,2353,"[[1, 4751], [2, 6143], [3, 7537], [4, 8933], [5, 10331], [6, 11731], [8, 14537], [10, 17351], [12, 20173], [13, 21587]]"
1,1391,4751,0.4706,0.7733333333333333,13,2353,"[[1, 6143], [2, 7537], [3, 8933], [4, 10331], [5, 11731], [7, 14537], [9, 17351], [11, 20173], [12, 21587], [13, 23003]]"
2,1486,1741,0.4706,0.76,13,2353,"[[1, 3229], [2, 4721], [3, 6217], [4, 7717], [5, 9221], [6, 10729], [7, 12241], [8, 13757], [9, 15277], [11, 18329]]"
1,1387,1973,0.4706,0.7866666666666666,13,2353,"[[1, 3361], [2, 4751], [3, 6143], [4, 7537], [5, 8933], [6, 10331], [7, 11731], [9, 14537], [11, 17351], [13, 20173]]"
1,1173,673,0.4706,0.7066666666666667,12,2353,"[[1, 1847], [2, 3023], [3, 4201], [4, 5381], [5, 6563], [7, 8933], [9, 11311], [10, 12503], [11, 13697], [13, 16091]]"
2,2016,2843,0.4704,0.68,12,2352,"[[1, 4861], [2, 6883], [4, 10939], [5, 12973], [7, 17053], [9, 21149], [10, 23203], [11, 25261], [13, 29389], [15, 33533]]"
4,2294,839,0.4704,0.7866666666666666,10,2352,"[[1, 3137], [2, 5443], [3, 7757], [4, 10079], [5, 12409], [6, 14747], [7, 17093], [8, 19447], [10, 24179], [11, 26557]]"
1,1479,3607,0.4704,0.7466666666666667,9,2352,"[[1, 5087], [2, 6569], [3, 8053], [4, 9539], [5, 11027], [6, 12517], [7, 14009], [11, 19997], [12, 21499], [13, 23003]]"
1,1477,2129,0.4704,0.7466666666666667,9,2352,"[[1, 3607], [2, 5087], [3, 6569], [4, 8053], [5, 9539], [6, 11027], [7, 12517], [8, 14009], [12, 19997], [13, 21499]]"
2,136,2113,0.4704,0.8266666666666667,11,2352,"[[1, 2251], [2, 2393], [3, 2539], [4, 2689], [5, 2843], [6, 3001], [7, 3163], [8, 3329], [9, 3499], [10, 3673]]"
4,2302,3137,0.4704,0.7733333333333333,10,2352,"[[1, 5443], [2, 7757], [3, 10079], [4, 12409], [5, 14747], [6, 17093], [7, 19447], [9, 24179], [10, 26557], [12, 31337]]"
2,1494,4721,0.4704,0.76,13,2352,"[[1, 6217], [2, 7717], [3, 9221], [4, 10729], [5, 12241], [6, 13757], [7, 15277], [9, 18329], [10, 19861], [11, 21397]]"
1,1175,1847,0.4704,0.7066666666666667,12,2352,"[[1, 3023], [2, 4201], [3, 5381], [4, 6563], [6, 8933], [8, 11311], [9, 12503], [10, 13697], [12, 16091], [13, 17291]]"
2,144,2393,0.4702,0.8266666666666667,11,2351,"[[1, 2539], [2, 2689], [3, 2843], [4, 3001], [5, 3163], [6, 3329], [7, 3499], [8, 3673], [9, 3851], [11, 4219]]"
2,140,2251,0.4702,0.8266666666666667,11,2351,"[[1, 2393], [2, 2539], [3, 2689], [4, 2843], [5, 3001], [6, 3163], [7, 3329], [8, 3499], [9, 3673], [10, 3851]]"
2,148,2539,0.4702,0.8266666666666667,11,2351,"[[1, 2689], [2, 2843], [3, 3001], [4, 3163], [5, 3329], [6, 3499], [7, 3673], [8, 3851], [10, 4219], [11, 4409]]"
1,1177,3023,0.4702,0.6933333333333334,12,2351,"[[1, 4201], [2, 5381], [3, 6563], [5, 8933], [7, 11311], [8, 12503], [9, 13697], [11, 16091], [12, 17291], [13, 18493]]"
2,160,3001,0.47,0.8266666666666667,11,2350,"[[1, 3163], [2, 3329], [3, 3499], [4, 3673], [5, 3851], [7, 4219], [8, 4409], [9, 4603], [10, 4801], [11, 5003]]"
1,1179,4201,0.47,0.6933333333333334,12,2350,"[[1, 5381], [2, 6563], [4, 8933], [6, 11311], [7, 12503], [8, 13697], [10, 16091], [11, 17291], [12, 18493], [13, 19697]]"
1,2119,1151,0.47,0.68,16,2350,"[[1, 3271], [2, 5393], [3, 7517], [4, 9643], [6, 13901], [7, 16033], [10, 22441], [12, 26723], [13, 28867], [14, 31013]]"
1,2121,3271,0.47,0.68,16,2350,"[[1, 5393], [2, 7517], [3, 9643], [5, 13901], [6, 16033], [9, 22441], [11, 26723], [12, 28867], [13, 31013], [14, 33161]]"
2,156,2843,0.47,0.8266666666666667,11,2350,"[[1, 3001], [2, 3163], [3, 3329], [4, 3499], [5, 3673], [6, 3851], [8, 4219], [9, 4409], [10, 4603], [11, 4801]]"
2,152,2689,0.47,0.8266666666666667,11,2350,"[[1, 2843], [2, 3001], [3, 3163], [4, 3329], [5, 3499], [6, 3673], [7, 3851], [9, 4219], [10, 4409], [11, 4603]]"
2,164,3163,0.4698,0.8266666666666667,11,2349,"[[1, 3329], [2, 3499], [3, 3673], [4, 3851], [6, 4219], [7, 4409], [8, 4603], [9, 4801], [10, 5003], [11, 5209]]"
2,168,3329,0.4696,0.8266666666666667,11,2348,"[[1, 3499], [2, 3673], [3, 3851], [5, 4219], [6, 4409], [7, 4603], [8, 4801], [9, 5003], [10, 5209], [11, 5419]]"
2,192,4409,0.4694,0.8,11,2347,"[[1, 4603], [2, 4801], [3, 5003], [4, 5209], [5, 5419], [7, 5851], [8, 6073], [9, 6299], [10, 6529], [11, 6763]]"
2,172,3499,0.4694,0.8133333333333334,11,2347,"[[1, 3673], [2, 3851], [4, 4219], [5, 4409], [6, 4603], [7, 4801], [8, 5003], [9, 5209], [10, 5419], [12, 5851]]"
2,188,4219,0.4694,0.8,11,2347,"[[1, 4409], [2, 4603], [3, 4801], [4, 5003], [5, 5209], [6, 5419], [8, 5851], [9, 6073], [10, 6299], [11, 6529]]"
1,1851,811,0.4692,0.6533333333333333,9,2346,"[[1, 2663], [2, 4517], [3, 6373], [4, 8231], [5, 10091], [6, 11953], [8, 15683], [9, 17551], [10, 19421], [12, 23167]]"
2,196,4603,0.4692,0.8,11,2346,"[[1, 4801], [2, 5003], [3, 5209], [4, 5419], [6, 5851], [7, 6073], [8, 6299], [9, 6529], [10, 6763], [11, 7001]]"
1,1853,2663,0.4692,0.6533333333333333,9,2346,"[[1, 4517], [2, 6373], [3, 8231], [4, 10091], [5, 11953], [7, 15683], [8, 17551], [9, 19421], [11, 23167], [13, 26921]]"
2,200,4801,0.4692,0.8,11,2346,"[[1, 5003], [2, 5209], [3, 5419], [5, 5851], [6, 6073], [7, 6299], [8, 6529], [9, 6763], [10, 7001], [11, 7243]]"
2,1484,2851,0.469,0.8266666666666667,22,2345,"[[1, 4337], [2, 5827], [3, 7321], [4, 8819], [5, 10321], [6, 11827], [7, 13337], [8, 14851], [9, 16369], [10, 17891]]"
1,1855,4517,0.469,0.64,9,2345,"[[1, 6373], [2, 8231], [3, 10091], [4, 11953], [6, 15683], [7, 17551], [8, 19421], [10, 23167], [12, 26921], [17, 36341]]"
2,1488,4337,0.469,0.8133333333333334,21,2345,"[[1, 5827], [2, 7321], [3, 8819], [4, 10321], [5, 11827], [6, 13337], [7, 14851], [8, 16369], [9, 17891], [10, 19417]]"
1,963,463,0.4688,0.7733333333333333,11,2344,"[[1, 1427], [2, 2393], [3, 3361], [5, 5303], [6, 6277], [7, 7253], [8, 8231], [10, 10193], [11, 11177], [12, 12163]]"
1,965,1427,0.4688,0.7733333333333333,11,2344,"[[1, 2393], [2, 3361], [4, 5303], [5, 6277], [6, 7253], [7, 8231], [9, 10193], [10, 11177], [11, 12163], [12, 13151]]"
2,1182,359,0.4684,0.7466666666666667,14,2342,"[[1, 1543], [2, 2731], [3, 3923], [4, 5119], [6, 7523], [7, 8731], [9, 11159], [10, 12379], [12, 14831], [13, 16063]]"
2,1190,2731,0.4682,0.7333333333333333,14,2341,"[[1, 3923], [2, 5119], [4, 7523], [5, 8731], [7, 11159], [8, 12379], [10, 14831], [11, 16063], [12, 17299], [13, 18539]]"
2,1186,1543,0.4682,0.7333333333333333,14,2341,"[[1, 2731], [2, 3923], [3, 5119], [5, 7523], [6, 8731], [8, 11159], [9, 12379], [11, 14831], [12, 16063], [13, 17299]]"
1,1965,1153,0.4678,0.68,11,2339,"[[1, 3119], [2, 5087], [3, 7057], [4, 9029], [5, 11003], [6, 12979], [7, 14957], [8, 16937], [9, 18919], [10, 20903]]"
1,1967,3119,0.4676,0.68,11,2338,"[[1, 5087], [2, 7057], [3, 9029], [4, 11003], [5, 12979], [6, 14957], [7, 16937], [8, 18919], [9, 20903], [11, 24877]]"
1,2203,1493,0.4676,0.72,15,2338,"[[1, 3697], [2, 5903], [3, 8111], [4, 10321], [6, 14747], [7, 16963], [8, 19181], [9, 21401], [10, 23623], [11, 25847]]"
1,2205,3697,0.4676,0.7066666666666667,15,2338,"[[1, 5903], [2, 8111], [3, 10321], [5, 14747], [6, 16963], [7, 19181], [8, 21401], [9, 23623], [10, 25847], [13, 32531]]"
1,2467,1163,0.4674,0.6666666666666666,12,2337,"[[1, 3631], [2, 6101], [3, 8573], [4, 11047], [5, 13523], [6, 16001], [7, 18481], [8, 20963], [9, 23447], [10, 25933]]"
1,2177,1733,0.4674,0.7066666666666667,10,2337,"[[1, 3911], [2, 6091], [3, 8273], [4, 10457], [6, 14831], [7, 17021], [8, 19213], [9, 21407], [10, 23603], [11, 25801]]"
2,1834,1213,0.4674,0.72,11,2337,"[[1, 3049], [2, 4889], [3, 6733], [4, 8581], [5, 10433], [6, 12289], [7, 14149], [9, 17881], [10, 19753], [12, 23509]]"
1,2469,3631,0.4674,0.6666666666666666,12,2337,"[[1, 6101], [2, 8573], [3, 11047], [4, 13523], [5, 16001], [6, 18481], [7, 20963], [8, 23447], [9, 25933], [11, 30911]]"
1,2179,3911,0.4672,0.6933333333333334,10,2336,"[[1, 6091], [2, 8273], [3, 10457], [5, 14831], [6, 17021], [7, 19213], [8, 21407], [9, 23603], [10, 25801], [11, 28001]]"
1,1535,1913,0.4672,0.6933333333333334,11,2336,"[[1, 3449], [2, 4987], [4, 8069], [5, 9613], [6, 11159], [9, 15809], [11, 18919], [12, 20477], [13, 22037], [14, 23599]]"
1,1533,379,0.4672,0.6933333333333334,11,2336,"[[1, 1913], [2, 3449], [3, 4987], [5, 8069], [6, 9613], [7, 11159], [10, 15809], [12, 18919], [13, 20477], [14, 22037]]"
2,1838,3049,0.4672,0.7066666666666667,11,2336,"[[1, 4889], [2, 6733], [3, 8581], [4, 10433], [5, 12289], [6, 14149], [8, 17881], [9, 19753], [11, 23509], [13, 27281]]"
2,2104,1063,0.4672,0.68,10,2336,"[[1, 3169], [2, 5279], [3, 7393], [4, 9511], [5, 11633], [6, 13759], [7, 15889], [9, 20161], [10, 22303], [13, 28753]]"
6,1848,1399,0.467,0.7733333333333333,22,2335,"[[1, 3253], [2, 5119], [3, 6997], [4, 8887], [5, 10789], [6, 12703], [7, 14629], [8, 16567], [9, 18517], [10, 20479]]"
6,1860,3253,0.467,0.7733333333333333,21,2335,"[[1, 5119], [2, 6997], [3, 8887], [4, 10789], [5, 12703], [6, 14629], [7, 16567], [8, 18517], [9, 20479], [10, 22453]]"
1,1933,4799,0.467,0.72,11,2335,"[[1, 6733], [2, 8669], [3, 10607], [4, 12547], [5, 14489], [6, 16433], [7, 18379], [8, 20327], [9, 22277], [10, 24229]]"
2,1842,4889,0.467,0.6933333333333334,11,2335,"[[1, 6733], [2, 8581], [3, 10433], [4, 12289], [5, 14149], [7, 17881], [8, 19753], [10, 23509], [12, 27281], [13, 29173]]"
2,2108,3169,0.467,0.68,10,2335,"[[1, 5279], [2, 7393], [3, 9511], [4, 11633], [5, 13759], [6, 15889], [8, 20161], [9, 22303], [12, 28753], [13, 30911]]"
1,1643,1193,0.4668,0.68,8,2334,"[[1, 2837], [2, 4483], [3, 6131], [5, 9433], [6, 11087], [7, 12743], [8, 14401], [9, 16061], [11, 19387], [13, 22721]]"
1,1317,1033,0.4666,0.76,14,2333,"[[1, 2351], [2, 3671], [3, 4993], [4, 6317], [5, 7643], [6, 8971], [7, 10301], [8, 11633], [9, 12967], [10, 14303]]"
1,1645,2837,0.4666,0.68,8,2333,"[[1, 4483], [2, 6131], [4, 9433], [5, 11087], [6, 12743], [7, 14401], [8, 16061], [10, 19387], [12, 22721], [13, 24391]]"
3,2265,389,0.4666,0.7066666666666667,10,2333,"[[1, 2657], [2, 4931], [3, 7211], [4, 9497], [5, 11789], [6, 14087], [8, 18701], [9, 21017], [10, 23339], [11, 25667]]"
1,1949,1091,0.4664,0.68,13,2332,"[[1, 3041], [2, 4993], [3, 6947], [5, 10861], [6, 12821], [7, 14783], [8, 16747], [9, 18713], [10, 20681], [11, 22651]]"
1,1319,2351,0.4664,0.7466666666666667,14,2332,"[[1, 3671], [2, 4993], [3, 6317], [4, 7643], [5, 8971], [6, 10301], [7, 11633], [8, 12967], [9, 14303], [10, 15641]]"
2,2076,1481,0.4664,0.72,10,2332,"[[1, 3559], [2, 5641], [3, 7727], [4, 9817], [6, 14009], [7, 16111], [8, 18217], [9, 20327], [10, 22441], [12, 26681]]"
3,2271,2657,0.4664,0.6933333333333334,10,2332,"[[1, 4931], [2, 7211], [3, 9497], [4, 11789], [5, 14087], [7, 18701], [8, 21017], [9, 23339], [10, 25667], [11, 28001]]"
1,1323,4993,0.4662,0.7333333333333333,14,2331,"[[1, 6317], [2, 7643], [3, 8971], [4, 10301], [5, 11633], [6, 12967], [7, 14303], [8, 15641], [9, 16981], [12, 21013]]"
2,2080,3559,0.4662,0.72,10,2331,"[[1, 5641], [2, 7727], [3, 9817], [5, 14009], [6, 16111], [7, 18217], [8, 20327], [9, 22441], [11, 26681], [12, 28807]]"
1,1951,3041,0.4662,0.68,13,2331,"[[1, 4993], [2, 6947], [4, 10861], [5, 12821], [6, 14783], [7, 16747], [8, 18713], [9, 20681], [10, 22651], [11, 24623]]"
1,1321,3671,0.4662,0.7333333333333333,14,2331,"[[1, 4993], [2, 6317], [3, 7643], [4, 8971], [5, 10301], [6, 11633], [7, 12967], [8, 14303], [9, 15641], [10, 16981]]"
3,2277,4931,0.4662,0.6933333333333334,10,2331,"[[1, 7211], [2, 9497], [3, 11789], [4, 14087], [6, 18701], [7, 21017], [8, 23339], [9, 25667], [10, 28001], [11, 30341]]"
1,1289,137,0.4658,0.7333333333333333,12,2329,"[[1, 1427], [2, 2719], [3, 4013], [4, 5309], [5, 6607], [6, 7907], [7, 9209], [8, 10513], [10, 13127], [11, 14437]]"
3,2085,3571,0.4656,0.7333333333333333,17,2328,"[[1, 5659], [2, 7753], [4, 11959], [5, 14071], [6, 16189], [7, 18313], [8, 20443], [12, 29023], [13, 31183], [14, 33349]]"
3,2079,1489,0.4656,0.7466666666666667,17,2328,"[[1, 3571], [2, 5659], [3, 7753], [5, 11959], [6, 14071], [7, 16189], [8, 18313], [9, 20443], [13, 29023], [14, 31183]]"
1,1291,1427,0.4656,0.72,12,2328,"[[1, 2719], [2, 4013], [3, 5309], [4, 6607], [5, 7907], [6, 9209], [7, 10513], [9, 13127], [10, 14437], [11, 15749]]"
1,1293,2719,0.4656,0.72,12,2328,"[[1, 4013], [2, 5309], [3, 6607], [4, 7907], [5, 9209], [6, 10513], [8, 13127], [9, 14437], [10, 15749], [12, 18379]]"
1,1295,4013,0.4654,0.7066666666666667,12,2327,"[[1, 5309], [2, 6607], [3, 7907], [4, 9209], [5, 10513], [7, 13127], [8, 14437], [9, 15749], [11, 18379], [12, 19697]]"
